URL,Title,Writer,Category,Date,Pathname,ID
https://creation.kr/animals/?idx=3827109&bmode=view,전기장을 이용한 거미의 비행,미디어위원회,창조설계-동물,2020. 5. 12,animals,3827109
https://creation.kr/animals/?idx=1757473&bmode=view,도마뱀붙이 머리에 있는 구멍의 비밀,미디어위원회,창조설계-동물,2018. 12. 24,animals,1757473
https://creation.kr/animals/?idx=4623210&bmode=view,늘보원숭이 : 커다란 눈과 독을 갖고 있는 영장류,미디어위원회,창조설계-동물,2020. 8. 26,animals,4623210
https://creation.kr/animals/?idx=5508425&bmode=view,타조 : 창조와 타락을 상기시키는 동물,미디어위원회,창조설계-동물,2020. 12. 16,animals,5508425
https://creation.kr/animals/?idx=5234648&bmode=view,부서지지 않는 딱정벌레는 과학자들을 놀라게 한다.,미디어위원회,창조설계-동물,2020. 11. 2,animals,5234648
https://creation.kr/animals/?idx=5088632&bmode=view,모기가 흡혈을 하는 미스터리가 풀렸다.,미디어위원회,창조설계-동물,2020. 10. 15,animals,5088632
https://creation.kr/animals/?idx=7884258&bmode=view,지네의 적응은 경이로운 공학 기술이다.,미디어위원회,창조설계-동물,2021. 9. 8,animals,7884258
https://creation.kr/animals/?idx=1291199&bmode=view,까마귀와 앵무새가 똑똑한 이유가 밝혀졌다! : 새들은 2배 이상의 조밀한 뉴런의 뇌를 가지고 있다.,미디어위원회,창조설계-동물,2019. 9. 6,animals,1291199
https://creation.kr/animals/?idx=3635694&bmode=view,깡충거미에서 영감을 얻은 마이크로-로봇 눈.,미디어위원회,창조설계-동물,2020. 4. 6,animals,3635694
https://creation.kr/animals/?idx=2803410&bmode=view,놀랍다! 심해 물고기는 색깔을 볼 수 있다.,미디어위원회,창조설계-동물,2019. 12. 2,animals,2803410
https://creation.kr/animals/?idx=3946839&bmode=view,식물의 수분에 중요한 역할을 하고 있는 나방,미디어위원회,창조설계-동물,2020. 6. 4,animals,3946839
https://creation.kr/animals/?idx=1290986&bmode=view,파리가 파리처럼 날 수 있는 이유 : 새롭게 밝혀진 파리의 놀라운 비행 메커니즘,미디어위원회,창조설계-동물,2006. 5. 27,animals,1290986
https://creation.kr/animals/?idx=4673741&bmode=view,나비 날개가 빗방울에 견딜 수 있는 이유는?,미디어위원회,창조설계-동물,2020. 8. 31,animals,4673741
https://creation.kr/animals/?idx=6470827&bmode=view,진화론을 기각시키는 박쥐 : 박쥐의 반향정위는 생각했던 것보다 훨씬 복잡했다.,미디어위원회,창조설계-동물,2021. 4. 25,animals,6470827
https://creation.kr/animals/?idx=1291144&bmode=view,곤충 로봇 : 잠자리를 모방한 초소형 비행체,미디어위원회,창조설계-동물,2013. 7. 3,animals,1291144
https://creation.kr/animals/?idx=4828231&bmode=view,초파리의 경이로운 비행 기술이 밝혀졌다.,미디어위원회,창조설계-동물,2020. 9. 13,animals,4828231
https://creation.kr/animals/?idx=5881212&bmode=view,파리의 특별함으로 인해 놀라고 있는 과학자들,미디어위원회,창조설계-동물,2021. 2. 9,animals,5881212
https://creation.kr/animals/?idx=1291184&bmode=view,위장의 천재 문어는 피부로 빛을 감지하고 있었다! : 로봇 공학자들은 문어의 팔은 모방하고 있다.,미디어위원회,창조설계-동물,2019. 8. 1,animals,1291184
https://creation.kr/animals/?idx=1290972&bmode=view,혹등고래의 놀라운 지느러미,미디어위원회,창조설계-동물,2005. 11. 5,animals,1290972
https://creation.kr/animals/?idx=6092464&bmode=view,모기의 알에서 보여지는 복잡한 설계,미디어위원회,창조설계-동물,2021. 3. 18,animals,6092464
https://creation.kr/animals/?idx=13975846&bmode=view,올빼미 – 밤하늘의 주인,미디어위원회,창조설계-동물,2023. 1. 23,animals,13975846
https://creation.kr/animals/?idx=1291291&bmode=view,"생물에서 발견되는 경이로운 기술들 : 나비 날개의 광흡수, 소금쟁이의 부양성, 생물학적 배터리",미디어위원회,창조설계-동물,2021. 11. 15,animals,1291291
https://creation.kr/animals/?idx=2114262&bmode=view,초파리의 후각은 경이로운 나노 시스템으로 작동된다.,미디어위원회,창조설계-동물,2019. 7. 21,animals,2114262
https://creation.kr/animals/?idx=1291151&bmode=view,나비 날개에 나타나는 창조주의 광학설계,미디어위원회,창조설계-동물,2013. 10. 18,animals,1291151
https://creation.kr/animals/?idx=1291185&bmode=view,깡충거미는 사람처럼 3색 시각을 갖고 있었다.,미디어위원회,창조설계-동물,2015. 6. 1,animals,1291185
https://creation.kr/animals/?idx=1291294&bmode=view,"개, 올빼미, 딱정벌레, 먹장어, 말미잘, 거미, 벌을 모방하라 : 생체모방공학은 우리의 삶을 증진시킬 것이다.",미디어위원회,창조설계-동물,2013. 1. 4,animals,1291294
https://creation.kr/animals/?idx=1291171&bmode=view,사마귀새우의 경이로운 눈은 진화론을 거부한다 : 16종류의 광수용체를 가진 초고도 복잡성의 눈이 우연히?,미디어위원회,창조설계-동물,2019. 8. 7,animals,1291171
https://creation.kr/animals/?idx=9909420&bmode=view,고래가 물속에서 먹이를 삼키는 방법,미디어위원회,창조설계-동물,2022. 2. 2,animals,9909420
https://creation.kr/animals/?idx=1290975&bmode=view,매혹적인 갑오징어,미디어위원회,창조설계-동물,2005. 12. 20,animals,1290975
https://creation.kr/animals/?idx=1291173&bmode=view,"동물에서 발견되는 경이로운 능력들이 모두 우연히? : 도마뱀붙이, 전갈, 거미, 나비, 위버 새, 전기물고기의 경이로움",미디어위원회,창조설계-동물,2019. 8. 7,animals,1291173
https://creation.kr/animals/?idx=5560670&bmode=view,뱀파이어 나방은 그렇게 시작되지 않았다.,미디어위원회,창조설계-동물,2020. 12. 27,animals,5560670
https://creation.kr/animals/?idx=4072314&bmode=view,"7,000m 깊이의 초심해에서 문어가 촬영되었다! : 가장 깊은 바다에서 살아가는 하나님의 경이로운 창조물",미디어위원회,창조설계-동물,2020. 6. 23,animals,4072314
https://creation.kr/animals/?idx=1291163&bmode=view,문어 지능의 진화?,미디어위원회,창조설계-동물,2014. 4. 22,animals,1291163
https://creation.kr/animals/?idx=1290968&bmode=view,바닷가재의 눈 : 놀라운 기하학적 디자인,미디어위원회,창조설계-동물,2005. 10. 7,animals,1290968
https://creation.kr/animals/?idx=3069629&bmode=view,"생물의 뇌들이 모두 우연히? : 딱따구리, 초파리, 사람의 뇌",미디어위원회,창조설계-동물,2020. 2. 6,animals,3069629
https://creation.kr/animals/?idx=1291220&bmode=view,"새의 알에 들어있는 정보 : 알의 두께 변화, 자기장 탐지, 극락조, 송골매의 경이",미디어위원회,창조설계-동물,2018. 5. 16,animals,1291220
https://creation.kr/animals/?idx=1290993&bmode=view,돌고래의 비밀이 밝혀지다.,미디어위원회,창조설계-동물,2006. 9. 19,animals,1290993
https://creation.kr/animals/?idx=1291174&bmode=view,문어의 피부를 모방한 최첨단 위장용 소재의 개발.,미디어위원회,창조설계-동물,2014. 9. 12,animals,1291174
https://creation.kr/animals/?idx=6875360&bmode=view,해면동물에 들어있는 놀라운 설계,미디어위원회,창조설계-동물,2021. 6. 7,animals,6875360
https://creation.kr/animals/?idx=2799019&bmode=view,비둘기의 두뇌는 개코원숭이보다 우월하다 : 영장류에 필적하는 비둘기의 지능,미디어위원회,창조설계-동물,2019. 12. 1,animals,2799019
https://creation.kr/animals/?idx=1291034&bmode=view,경탄스런 나방 날개의 디자인 : 날개에 포유류의 안면 모습이 무작위적 돌연변이로?,미디어위원회,창조설계-동물,2008. 7. 14,animals,1291034
https://creation.kr/animals/?idx=5457788&bmode=view,1g의 호박벌이 수행하는 복잡한 비행 기술 : 좁은 틈은 몸을 기울인 채로 통과한다.,미디어위원회,창조설계-동물,2020. 12. 7,animals,5457788
https://creation.kr/animals/?idx=1291218&bmode=view,욥기에 기록된 매와 독수리로부터 배우는 교훈,미디어위원회,창조설계-동물,2018. 4. 3,animals,1291218
https://creation.kr/animals/?idx=3957057&bmode=view,뻐꾸기의 놀라운 1만2000km의 장거리 이주,미디어위원회,창조설계-동물,2020. 6. 7,animals,3957057
https://creation.kr/animals/?idx=1291046&bmode=view,관 모양의 회전하는 물고기 눈은 진화를 거부한다.,미디어위원회,창조설계-동물,2009. 3. 14,animals,1291046
https://creation.kr/animals/?idx=2936914&bmode=view,거미불가사리는 피부로 본다.,미디어위원회,창조설계-동물,2020. 1. 3,animals,2936914
https://creation.kr/animals/?idx=10521506&bmode=view,진화론적 설명을 거부하는 박쥐의 반향정위,미디어위원회,창조설계-동물,2022. 2. 28,animals,10521506
https://creation.kr/animals/?idx=1291138&bmode=view,"계속되는 생체모방공학의 성공 : 반딧불이, 나무, 피부, DNA, 달팽이처럼 만들라.",미디어위원회,창조설계-동물,2013. 3. 8,animals,1291138
https://creation.kr/animals/?idx=7445051&bmode=view,새들의 경이로운 능력은 예상을 뛰어넘는다.,미디어위원회,창조설계-동물,2021. 8. 6,animals,7445051
https://creation.kr/animals/?idx=12718707&bmode=view,메타물질로 처리되어 있는 나방의 스텔스 날개,미디어위원회,창조설계-동물,2022. 8. 29,animals,12718707
https://creation.kr/animals/?idx=1291149&bmode=view,몰포 나비의 날개는 다윈의 자연선택에 도전한다.,Brian Thomas,창조설계-동물,2013. 9. 30,animals,1291149
https://creation.kr/animals/?idx=2098113&bmode=view,노래의 박자에 맞추어 춤을 추는 새,미디어위원회,창조설계-동물,2019. 7. 16,animals,2098113
https://creation.kr/animals/?idx=1291156&bmode=view,여우는 자기장을 감지할 수 있는가?,미디어위원회,창조설계-동물,2014. 2. 6,animals,1291156
https://creation.kr/animals/?idx=1291018&bmode=view,까마귀는 도구를 얻기 위해 도구를 사용한다 : 도구를 사용하는 동물들의 지능은 어디서 왔는가?,미디어위원회,창조설계-동물,2007. 8. 24,animals,1291018
https://creation.kr/animals/?idx=1291193&bmode=view,동물들이 혹한의 추위에도 견딜 수 있는 이유는? : 펭귄이 물에 젖어도 얼어붙지 않는 비밀이 밝혀지다.,미디어위원회,창조설계-동물,2015. 12. 22,animals,1291193
https://creation.kr/animals/?idx=11893049&bmode=view,생물은 성장을 멈출 때를 어떻게 아는가?,미디어위원회,창조설계-동물,2022. 6. 22,animals,11893049
https://creation.kr/animals/?idx=1827845&bmode=view,불가능해 보이는 일들을 수행하는 생물들  : 소금쟁이를 모방한 생체모방공학,관리자,창조설계-동물,2019. 4. 22,animals,1827845
https://creation.kr/animals/?idx=1291168&bmode=view,"과학자들도 놀라는 기능들이 우연히 생겨날 수 있을까?: 냄새로 암 진단하는 개, 예쁜 거미, 다른 신경계의 빗해파리, 힘센 개미, 자기장 항해를 하는 새,   키 큰 삼나무, 점프 달인 개구리, 엉키지 않는 문어 팔, 적은 저항의 상어 피부..",미디어위원회,창조설계-동물,2019. 8. 7,animals,1291168
https://creation.kr/animals/?idx=1291187&bmode=view,귀의 경이로운 복잡성이 계속 밝혀지고 있다. 그리고 박쥐에 대항하여 방해 초음파를 방출하는 나방들.,미디어위원회,창조설계-동물,2019. 8. 1,animals,1291187
https://creation.kr/animals/?idx=1291053&bmode=view,알을 낳는 가시두더지는 진화론적 설명을 거부한다.,미디어위원회,창조설계-동물,2009. 7. 2,animals,1291053
https://creation.kr/animals/?idx=4132568&bmode=view,"물속을 날고 걷는 새, 물까마귀",미디어위원회,창조설계-동물,2020. 6. 30,animals,4132568
https://creation.kr/animals/?idx=1290996&bmode=view,춤추기로 의사 전달을 하고 있는 벌들,미디어위원회,창조설계-동물,2006. 10. 14,animals,1290996
https://creation.kr/animals/?idx=1291068&bmode=view,"북극제비갈매기의 경이로운 항해 : 매년 7만km씩, 평생 달까지 3번 왕복하는 거리를 여행하고 있었다.",미디어위원회,창조설계-동물,2010. 2. 8,animals,1291068
https://creation.kr/animals/?idx=1291216&bmode=view,"간단한 눈은 진화를 지지하는가? : 로돕신, 광수용체 세포, 안점 등은 극도로 복잡하다.",미디어위원회,창조설계-동물,2017. 11. 3,animals,1291216
https://creation.kr/animals/?idx=5244335&bmode=view,찌르레기의 경이로운 군무,미디어위원회,창조설계-동물,2020. 11. 3,animals,5244335
https://creation.kr/animals/?idx=1291159&bmode=view,"경이로운 생물들과 새로운 특성의 발견 : 관해파리, 심해물고기, 뻐꾸기, 까마귀, 염소, 곰...",미디어위원회,창조설계-동물,2019. 7. 29,animals,1291159
https://creation.kr/animals/?idx=1291214&bmode=view,순록의 눈이 겨울에 파란색으로 변하는 이유는?,미디어위원회,창조설계-동물,2017. 8. 14,animals,1291214
https://creation.kr/animals/?idx=1291141&bmode=view,소리로 의사소통을 하는 개미는 창조를 증거한다.,미디어위원회,창조설계-동물,2013. 3. 21,animals,1291141
https://creation.kr/animals/?idx=6076031&bmode=view,진화를 거부하는 나비 날개의 설계,미디어위원회,창조설계-동물,2021. 3. 17,animals,6076031
https://creation.kr/animals/?idx=1757475&bmode=view,"진화론을 부정하는 경이로운 지적설계의 세 사례 : 민들레 씨앗, 사마귀새우, 사람의 뇌",미디어위원회,창조설계-동물,2018. 11. 2,animals,1757475
https://creation.kr/animals/?idx=5866055&bmode=view,갑오징어뼈에서 보여지는 설계,미디어위원회,창조설계-동물,2021. 2. 7,animals,5866055
https://creation.kr/animals/?idx=1291023&bmode=view,나비 날개의 경이로운 나노구조,미디어위원회,창조설계-동물,2008. 1. 25,animals,1291023
https://creation.kr/animals/?idx=11142229&bmode=view,"물리학에 정통한 동물들 : 거미, 타조, 꿀벌, 난세포, 치아에서 보여지는 지적설계",미디어위원회,창조설계-동물,2022. 4. 10,animals,11142229
https://creation.kr/animals/?idx=4347816&bmode=view,어둠 속에서 빛을 발하는 생물들 : 생물발광과 진화론의 실패,미디어위원회,창조설계-동물,2020. 7. 29,animals,4347816
https://creation.kr/animals/?idx=13341986&bmode=view,유전정보의 공유는 진화가 아니다 : 후성유전학과 관련된 최근 발견들,미디어위원회,창조설계-동물,2022. 11. 4,animals,13341986
https://creation.kr/animals/?idx=12657560&bmode=view,짧은꼬리 오징어와 발광 박테리아의 공생은 진화를 부정한다.,미디어위원회,창조설계-동물,2022. 8. 23,animals,12657560
https://creation.kr/animals/?idx=1291158&bmode=view,"생물권 전역에서 공학적 설계가 발견되고 있다 : 생체모방공학의 계속되는 행진 : 식물 잎, 피부, 생물 조직, 드럼스틱나무, 박테리아, 청개구리,  거북, 열대과일의 모방",미디어위원회,창조설계-동물,2019. 7. 29,animals,1291158
https://creation.kr/animals/?idx=1291217&bmode=view,거미줄이 끈적거리는 비밀이 밝혀졌다.,미디어위원회,창조설계-동물,2018. 1. 16,animals,1291217
https://creation.kr/animals/?idx=1291135&bmode=view,물총고기는 물리학을 이용해 곤충을 사냥한다.,미디어위원회,창조설계-동물,2012. 11. 15,animals,1291135
https://creation.kr/animals/?idx=1291132&bmode=view,연어에서 발견된 정교한 나침반 세포,미디어위원회,창조설계-동물,2012. 8. 10,animals,1291132
https://creation.kr/animals/?idx=1291178&bmode=view,"새들로 인해 놀라고 있는 진화론자들. : 공작, 앵무새, 벌새, 타조에 대한 진화 이야기",미디어위원회,창조설계-동물,2014. 11. 7,animals,1291178
https://creation.kr/animals/?idx=1291222&bmode=view,눈의 창조설계적 특성,미디어위원회,창조설계-동물,2018. 7. 2,animals,1291222
https://creation.kr/animals/?idx=1291198&bmode=view,문어의 유전체는 사람의 것만큼 거대했다.,미디어위원회,창조설계-동물,2016. 3. 1,animals,1291198
https://creation.kr/animals/?idx=1757476&bmode=view,"생체모방공학의 최근 소식 : 리그닌, 가오리, 초파리를 모방한 공학기술",미디어위원회,창조설계-동물,2018. 10. 15,animals,1757476
https://creation.kr/animals/?idx=1291190&bmode=view,용각류 공룡 목의 경늑골에서 보여지는 놀라운 설계,미디어위원회,창조설계-동물,2015. 11. 19,animals,1291190
https://creation.kr/animals/?idx=1291067&bmode=view,무척추동물인 문어도 도구를 사용한다.,미디어위원회,창조설계-동물,2010. 1. 4,animals,1291067
https://creation.kr/animals/?idx=1291155&bmode=view,"놀라운 능력의 동물들 : 코끼리의 지능, 돌고래의 속도, 생물형광 물고기, 꿀벌의 경이, 거미의 전기, 무당벌레의 항공술",미디어위원회,창조설계-동물,2014. 1. 27,animals,1291155
https://creation.kr/animals/?idx=5824007&bmode=view,그린란드의 추운 피오르드에서 시끄러운 일각고래,미디어위원회,창조설계-동물,2021. 1. 31,animals,5824007
https://creation.kr/animals/?idx=1290985&bmode=view,제왕나비의 장엄한 장거리 비행 : 제왕나비의 놀라운 항해술에 대한 전자공학자의 사색,미디어위원회,창조설계-동물,2006. 5. 25,animals,1290985
https://creation.kr/animals/?idx=1291170&bmode=view,"생물들의 정교한 공학기술과 최적화. : 박쥐, 말벌, 물고기, 꿀벌, 개미, 얼룩말과 생체모방공학",미디어위원회,창조설계-동물,2014. 7. 10,animals,1291170
https://creation.kr/animals/?idx=1291152&bmode=view,해파리 : 바다에서 가장 효율적인 수영선수!,미디어위원회,창조설계-동물,2013. 10. 28,animals,1291152
https://creation.kr/animals/?idx=1290992&bmode=view,박쥐의 음파탐지기는 창조를 가리킨다.,미디어위원회,창조설계-동물,2006. 9. 18,animals,1290992
https://creation.kr/animals/?idx=1291165&bmode=view,물 위에서 걸을 수 있도록 하는 설계 : 소금쟁이 다리에서 발견된 최적화된 기하학,미디어위원회,창조설계-동물,2014. 5. 20,animals,1291165
https://creation.kr/animals/?idx=1290941&bmode=view,창조의 신비 19. 기린의 긴 목은 진화로 설명 불가능,미디어위원회,창조설계-동물,2003. 12. 12,animals,1290941
https://creation.kr/animals/?idx=1291032&bmode=view,놀라운 발견 : 새의 날개는 ‘리딩 에지’ 기술을 가지고 있었다.,미디어위원회,창조설계-동물,2008. 6. 23,animals,1291032
https://creation.kr/animals/?idx=3703577&bmode=view,홍어는 보행의 진화에 대한 단서를 제공하는가?,미디어위원회,창조설계-동물,2020. 4. 17,animals,3703577
https://creation.kr/animals/?idx=1291169&bmode=view,"동물들의 새로 발견된 놀라운 특성들 : 개구리 혀, 거미의 음향 조율, 젖지 않는 가마우지, 게의 청력, 모방하는 호랑나비, 노래하는 박쥐",미디어위원회,창조설계-동물,2019. 7. 5,animals,1291169
https://creation.kr/animals/?idx=1291167&bmode=view,"딱따구리, 혈액응고, 분자모터를 모방한 생체모방공학",미디어위원회,창조설계-동물,2014. 6. 3,animals,1291167
https://creation.kr/animals/?idx=2621645&bmode=view,곤충에 들어있는 설계는 공학자들에게 영감을 주고 있다.,미디어위원회,창조설계-동물,2019. 11. 3,animals,2621645
https://creation.kr/animals/?idx=1291157&bmode=view,정전기를 띠는 거미줄은 과학자들의 주목을 받고 있다.,미디어위원회,창조설계-동물,2014. 2. 13,animals,1291157
https://creation.kr/animals/?idx=1290991&bmode=view,누가 제트 추진을 발명했는가? : 놀라운 창조물 오징어,미디어위원회,창조설계-동물,2006. 9. 13,animals,1290991
https://creation.kr/animals/?idx=6044312&bmode=view,한 거미 종의 미스터리한 개미와의 공생,미디어위원회,창조설계-동물,2021. 3. 12,animals,6044312
https://creation.kr/animals/?idx=1291150&bmode=view,"동물과 식물의 경이로운 기술들 : 전기 거미줄, 점핑 물고기, 자가청소 바다오리 알, 박쥐의 배터리, 날쥐의 점프, 개화 조절 식물",미디어위원회,창조설계-동물,2013. 10. 9,animals,1291150
https://creation.kr/animals/?idx=1291221&bmode=view,하나님의 놀라운 예술적 걸작품들,미디어위원회,창조설계-동물,2018. 6. 21,animals,1291221
https://creation.kr/animals/?idx=1291181&bmode=view,생물들의 경이로운 능력이 계속 발견되고 있다. : 물고기의 썬크림과 고래와 작은 새의 장거리 항해.,미디어위원회,창조설계-동물,2015. 5. 22,animals,1291181
https://creation.kr/animals/?idx=1291154&bmode=view,나비의 날개 : 방수 옷에 영감을 불어넣다.,미디어위원회,창조설계-동물,2013. 12. 20,animals,1291154
https://creation.kr/animals/?idx=10614276&bmode=view,다람쥐의 장내 미생물과 동면 : 겨울잠을 자는 동안 쇠퇴되지 않는 근력,미디어위원회,창조설계-동물,2022. 3. 7,animals,10614276
https://creation.kr/animals/?idx=1291191&bmode=view,"동물들은 물리학 및 공학 교수들을 가르치고 있다. : 전기뱀장어, 사마귀새우, 박쥐의 경이로움.",미디어위원회,창조설계-동물,2019. 9. 6,animals,1291191
https://creation.kr/animals/?idx=1757474&bmode=view,거미줄의 놀라운 설계는 창조를 가리킨다.,미디어위원회,창조설계-동물,2018. 12. 21,animals,1757474
https://creation.kr/animals/?idx=1290987&bmode=view,벌처럼 될 수 있을까? : 놀라운 벌의 비행과 항법 장치들,미디어위원회,창조설계-동물,2006. 5. 31,animals,1290987
https://creation.kr/animals/?idx=9455333&bmode=view,새우 눈의 설계 : 반사 나노기술은 새로운 광학 코팅에 영감을 주고 있다.,미디어위원회,창조설계-동물,2022. 1. 14,animals,9455333
https://creation.kr/animals/?idx=1291142&bmode=view,"먹장어, 도마뱀, 잠자리의 생체모방공학",미디어위원회,창조설계-동물,2013. 6. 10,animals,1291142
https://creation.kr/animals/?idx=1291225&bmode=view,초파리에 들어있는 놀라운 설계 : 초파리는 천문항법을 사용하여 장거리 이동을 한다!,미디어위원회,창조설계-동물,2018. 9. 18,animals,1291225
https://creation.kr/animals/?idx=1833899&bmode=view,흰개미의 둥지에서 보여지는 놀라운 설계,관리자,창조설계-동물,2019. 4. 24,animals,1833899
https://creation.kr/animals/?idx=1291140&bmode=view,"큰부리새, 굴, 거미를 이용한 생체모방공학",미디어위원회,창조설계-동물,2013. 3. 13,animals,1291140
https://creation.kr/animals/?idx=1291213&bmode=view,박쥐의 비행을 모방한 최첨단 비행 로봇의 개발,미디어위원회,창조설계-동물,2017. 5. 22,animals,1291213
https://creation.kr/animals/?idx=11121280&bmode=view,철갑상어에 대한 진화론자들의 오류,미디어위원회,창조설계-동물,2022. 4. 6,animals,11121280
https://creation.kr/animals/?idx=11289448&bmode=view,딱정벌레에서 진화의 흔적은 없다,미디어위원회,창조설계-동물,2022. 4. 27,animals,11289448
https://creation.kr/animals/?idx=1291166&bmode=view,경이로운 공학 기술이 수백만 년의 자연적 과정으로? : 생체 모방 공학자들의 논리적 오류,미디어위원회,창조설계-동물,2014. 5. 26,animals,1291166
https://creation.kr/animals/?idx=5572141&bmode=view,문어의 또 다른 경이로운 능력이 발견됐다 : 문어 빨판의 표면에서 발견된 특별한 피부센서,미디어위원회,창조설계-동물,2020. 12. 30,animals,5572141
https://creation.kr/animals/?idx=3037692&bmode=view,재배선되는 생쥐의 뇌는 설계를 가리킨다.,미디어위원회,창조설계-동물,2020. 1. 31,animals,3037692
https://creation.kr/animals/?idx=1757472&bmode=view,딱정벌레에서 발견된 기어는 설계를 외치고 있다.,미디어위원회,창조설계-동물,2019. 3. 27,animals,1757472
https://creation.kr/animals/?idx=1290983&bmode=view,환상적 광섬유인 해면동물의 침골,미디어위원회,창조설계-동물,2006. 4. 12,animals,1290983
https://creation.kr/animals/?idx=1291126&bmode=view,"생체모방공학을 통한 강렬한 희망 1 : 문어 모방 물고기, 현명한 비둘기, 개의 발바닥, 코뿔소의 발, 밀착 물고기",미디어위원회,창조설계-동물,2012. 4. 25,animals,1291126
https://creation.kr/animals/?idx=1290961&bmode=view,투구게는 이티를 만나는가? : 5억 년 동안 동일한 투구게의 면역계는 원시적인가?,미디어위원회,창조설계-동물,2005. 5. 20,animals,1290961
https://creation.kr/animals/?idx=1291038&bmode=view,"생물들의 흥미로운 본능들 : 꿀벌, 늑대, 비버, 캥거루, 말리포올의 본능",미디어위원회,창조설계-동물,2008. 8. 9,animals,1291038
https://creation.kr/animals/?idx=11828390&bmode=view,"놀라운 창조의 사례, 전기물고기",미디어위원회,창조설계-동물,2022. 6. 13,animals,11828390
https://creation.kr/animals/?idx=1291192&bmode=view,"곤충의 경이로운 능력들 : 말벌 독이 항암제, 곤충 알의 색깔 조절, 나비날개 모방 탐지기, 야행성 나방의 비행, 흰개미의 탑, 개미의 통신과 후각",미디어위원회,창조설계-동물,2015. 12. 21,animals,1291192
https://creation.kr/animals/?idx=1291146&bmode=view,나비는 어떻게 독을 피할 수 있는 것일까?,미디어위원회,창조설계-동물,2013. 8. 26,animals,1291146
https://creation.kr/animals/?idx=1290963&bmode=view,캥거루쥐,미디어위원회,창조설계-동물,2005. 1. 10,animals,1290963
https://creation.kr/animals/?idx=20246343&bmode=view,놀라운 사막 트리오 : 이 동물들은 어떻게 뜨거운 기후에 적응했는가?,미디어위원회,창조설계-동물,2024. 4. 22,animals,20246343
https://creation.kr/animals/?idx=16625107&bmode=view,인간의 것보다 훨씬 뛰어난 돌고래의 수중 음파탐지기,미디어위원회,창조설계-동물,2023. 10. 17,animals,16625107
https://creation.kr/animals/?idx=1291129&bmode=view,조류 뇌와 양자역학,미디어위원회,창조설계-동물,2012. 5. 8,animals,1291129
https://creation.kr/animals/?idx=1290990&bmode=view,큰부리새가 특별한 이유,미디어위원회,창조설계-동물,2006. 9. 8,animals,1290990
